"times","A_flux","inert_flux","A_concentration","AZ_concentration","A_rate","AZ_rate"
0.023,0.00357872231972576,0.0037761452163915,0.450235541546356,0.0028092037479387,0.461586797819535,0.455968390323658
0.024,0.00514297860367246,0.00543672462458948,0.492280945248054,0.0032842191411177,0.500438704212908,0.493870265930672
0.025,0.0071729848833187,0.00759660119637097,0.533948041751443,0.00379652526869866,0.538109742640186,0.530516692102789
0.026,0.00974153310772486,0.0103356514138823,0.575057721735535,0.00434477480010672,0.574420883993731,0.565731334393517
0.027,0.0129193136026751,0.0137320375064485,0.615464150154738,0.0049274653896903,0.609234464884142,0.599379534104762
0.028,0.016773011506311,0.0178601469374936,0.655050638533169,0.00554297851731002,0.642448663966943,0.631362706932323
0.029,0.0213636811219375,0.0227888061841221,0.69372575997917,0.00618961293292448,0.673992365317556,0.661613139451707
0.03,0.0267454411431065,0.0285798192600449,0.731419789608148,0.0068656131188521,0.703820495672328,0.690089269434624
0.031,0.0329645048831086,0.0352868509777781,0.768081498255903,0.00756919329376662,0.731909857118957,0.716771470531423
0.032,0.0400585383791047,0.0429546523592374,0.803675304705416,0.00829855745026564,0.758255451405916,0.741658336505384
0.033,0.0480563223012361,0.0516186071366506,0.838178774552983,0.0090519159132897,0.782867272470136,0.764763440643557
